counterexample_type,symbol,episode_id,detail
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00018,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00019,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00020,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00021,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00022,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00023,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00024,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00025,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00026,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00027,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00028,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00029,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00030,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00031,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00032,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00033,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00034,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00035,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00036,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00037,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00038,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00039,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00040,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00041,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00042,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00043,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00044,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00045,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00046,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00047,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00048,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00049,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00050,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00051,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00052,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00053,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00054,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00055,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00056,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00057,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00058,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00059,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00060,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00061,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00062,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00063,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00064,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00065,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00066,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00067,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00068,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00069,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00070,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00071,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00072,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00073,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00074,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00075,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00076,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00077,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00078,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00079,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00080,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00081,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00082,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00083,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00084,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00085,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00086,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00087,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00088,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00089,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00090,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00091,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00092,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00093,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00094,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00095,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00096,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00097,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00098,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00099,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00100,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00101,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00102,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00103,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00104,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00105,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00106,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00107,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00108,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00109,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00110,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00111,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00112,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00113,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00114,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00115,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00116,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00117,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00118,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00119,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00120,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00121,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00122,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00123,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00124,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00125,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00126,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00127,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00128,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00129,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00130,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00131,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00132,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00133,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00134,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00135,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00136,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00137,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00138,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00139,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00140,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00141,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00142,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00143,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00144,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00145,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00146,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00147,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00148,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00149,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00150,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00151,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00152,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00153,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00154,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00155,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00156,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00157,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00158,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00159,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00160,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00161,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00162,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00163,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00164,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00165,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00166,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00167,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00168,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00169,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00170,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00171,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00172,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00173,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00174,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00175,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00176,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00177,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00178,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00179,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00180,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00181,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00182,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00183,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00184,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00185,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00186,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00187,NO_EXACT_STRATUM_SUPPORT
UNMATCHED_CONTROL,BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00188,NO_EXACT_STRATUM_SUPPORT
