counterexample_type,episode_id,event_id,scale,representation,detail
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00007,F000096,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00007,F000096,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00007,F000096,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00007,F000096,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00008,F000097,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00009,F000098,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00010,F000099,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00011,F000100,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00012,F000101,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00013,F000102,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00014,F000103,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00015,F000104,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00016,F000105,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00017,F000106,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00018,F000107,1H,DIRECTION_RUN,NO_CLOSED_BAR
